Comment,Class
"Ghandi was an inspirational figure who challenged the British and followed by Obama, Martin Luther King Jr,  Nelson Mandela and many many more nationalists. These eminent persons went on  to secure Independence.  Ghandi narrated racists words about Black African. I challenge anyone to PUBLISH the facts and NOT be motivated by RIGHT WING Blacks. Talk is cheap. Publish and be damned.  Blacks should look at the bigger picture for decolonisation from the British or any other colonial rulers. The University of Ghana was built by donations from the British..... I suggest Ghanaians put the statue for the Queen of England.  Lets face it. Ghanaians are a separate Black West African race and thousands of miles from South African Blacks. South Africans have a different Black experiences from the Ghanaian Blacks. Ghanaian Blacks should consider their own back yard FIRST. South African Blacks are far more intelligent and have a better educational system then the crumbling Ghanaian system. STOP looking at the FAKE news and stir up HATRED. Let me tell the Ghanaians to focus their energies on the uplifting Ghana, which is is a very poor nation hijacked by CORRUPTION.  The radicals at the U of Ghana are Right Wingers and this saga has been brewing for many years. WHY, Blacks think INDIANS are an easy target. Fuck this notion. India is the 8th Largest Economy and Industrialisation is Indigenous.  It was an Indian who invented the email. It is Indians who are leading the digital revolutions with TOP Brains in Microsoft and Google. Even a school boy of 8 years old can code brilliantly. India produces the most smartest engineers  and excel in the field of medicine, engineering and many more. Ghanaians are either worshipping Christ a white man or Islam a Ethiopian man.  Ghana is a FAILED state. The result of bringing Ghandi's stature has repercussions, Indians and India will avenge the desecration of  Ghandi. Indians will FUCK the Ghanaians where ever and how ever. The panel of speakers offered NO EVIDENCE or SUBSTANCE and NO SPEAKER did their Homework of the facts. BULLSHIT to AL Jezeera and I am NOT surprised that its journalists are still in JAIL in Egypt from the Arab Spring. Yes, Indians are racist toward Blacks, We do not see eye to eye with respect to elevating our people out of poverty, enhancing education and cheap health care and the spirit of goodwill. Ghana will be fucked by the Chinese and enter the Debt trap. Ghaninas will have to Build a Chinese Statute soon and enslaved by the debt burden. To all those Ghanaians Right Wingers WHO hate Indians. PUBLISH YOUR EVIDENCE OR LINK THE EVIDENCE THAT CAN BE CORROBORATED WITH TRUTH. I will NEVER visit Ghana or respect a Ghanaian when I come across them.  Indians are patriotic of Ghandi, who freed Indians from White British Supremacists and dismantled colonisation. Ghanians should THANK Ghandi or Ghana will still be a slave state of the British Empire pre 1957. Look at the stupid Freedom Round About in Accra. I think that should be pulled down and made a with a over pass. Ghana is free in paper BUT still a SLAVE Nation in its MINDS. A poor nation with a poor education system and nothing is produced that says 'made in Ghana'. Even the cocoa and coffee produced is in the hands of foreigners. Electricity shortages are rampant. Every house has a standby diesel generator. Water and Sewage is appalling. Roads are a death trap. Agriculture production is falling year by year. Indians do care about the this. Ask and Indian and India for support... you will get this rather than the Christian zealots.",hate_speech
Indians by nature they're fucking Racists than Germany Nazi regime.,hate_speech
Indian are everything bad!,hate_speech
"Haha
Foolish African.
He himself was black.
U have gone mad.",hate_speech
Fuck whole Africa,hate_speech
Am waiting to see kwame nkuruma statue in India Indians are fuckin  racist,hate_speech
he was a racist just like his asian PEOPLE fuck em all.,hate_speech
Yeah remove Gandhi and install black panther in your wakanda university.,hate_speech
"Fucking hate him and Nehru the first PM of India. If it wasn't for these two motherfuckers, there would be no muslims left in India.",hate_speech
BLM  Cockwomblies   useful idiots being played,hate_speech
"Why don't you go to China, Venezuela, North Korea or anywhere like that then instead of spouting your BS here?",hate_speech
"Fuck off to venezuela then, go and be another number for the highscore of the socialist deathcount",hate_speech
shut up with your commie shit,hate_speech
"Trump is displaying racial integrity
the blacks ought to take a lesson from that. The best thing they can
do is sit out this election. That is also the position of the voices
of the new Black media.",hate_speech
We'll call racist Hispanics CONSUELA,hate_speech
Omg she's latin!?!?! Why!?!?!?!!,hate_speech
"Inappropriate??? Are you f*cking kidding me??? This type of conduct is WRONG whether she's in Jupiter, Andromeda, planet Earth, or Alpha Centauri!  Lena Hernandez, aka Porkchop Sue, made threats to f*ck an innocent woman up just because she was exercising on the steps in Wilson Park.  No need to sugarcoat or downplay what was said on social media. She also attacked another woman last year, and no one did anything for the victim. If she was your daughter, mother, wife, sister, girlfriend, or someone you care about, would you be this complacent? At least put her in the pound or put her to sleep. Smh.",hate_speech
I can’t believe Mexican lady is telling an Asian person to go back to Asia. Maybe she should go back to Mexico first.,hate_speech
Get over your race and start acting more American.,hate_speech
"Blacks yelling at officers all over USA, more than racist words , rocks, bottles, bricks, guns. But this lady is TRULY VERY, VERY DANGEROUS, so yes use all resources since afraid to fight where it counts.",hate_speech
"BLM is a communist organization. They say right on their website that they want to dismantle the nuclear family.

Just what black folks need, more broken families. That's really done a lot of good for them.

Instead of worrying about mass immigration stagnating our wages, let's say there's racism in everything!

Instead of worrying about our jobs being shipped out of the country, let's say there's racism in everything!

Instead of worrying about tens of millions of our babies being aborted, let's say there's racism in everything!

Argh white people you make me so mad!!11",hate_speech
"Blm are a marxist-leninist-maoist, rapists and murderers. I propose we stop pandering to these racist thugs & take them out by force. ""To arms"" folks. Arm yourselves & defend yourself & your family against them",hate_speech
FUCK DON LEMON. PIECE OF SHIT LIBERAL ATHEIST.,hate_speech
"Did this lady actually just say that his opinion is counterproductive right now at 8:01? How can an opinion be counterproductive?! Because it makes people THINK? Because it makes people question the nonsense and propaganda that is desperately trying to be perpetuated by the left? It makes people ASK MORE QUESTIONS? And want answers?! Please, please tell me how an OPINION can be counterproductive. Because it offers another viewpoint. And Marxist communism doesn’t tolerate other viewpoints. God I can’t take these retarded people anymore!!",hate_speech
"yeah sure let's put in everymovie a trans

guys you forget that's about the ""talent"" and not about what your sex is",hate_speech
A transgender woman is not a woman not matter how you slice it.,hate_speech
"I don’t want to hear about trans gender people, nor do I want to watch them. That is my preference. And I am allowed to like and dislike content I choose to watch. It’s not about the colour of your skin or the gender designated between your legs or the bullshit spectrum being used today. It is about the content of your character.",hate_speech
Ppl are sooo blind you guys dont get it whats the movie avengers without Thanos lol u need a bad guy Candace and terry are being the bad guys. Just because this nigga was in next friday dont mean he knows whats going on in the black community i got a uncle like this nigga he didnt believe there was bad cops until his son got his ass whopped by the cops now its like oh its some bad cops out there .....some ppl wont understand until they or someone they know go through the bs,hate_speech
Nobody wants to see a transgender Batman. Sexual issues are personal we dont need to push our preferences on the world.. Theres few transgender acrors because there few transgender actors. You act like  transgenders are a norm. Its still not a norm.,hate_speech
"Hallie spoild do that role,these trans genders should want someone to tell they story unless they as trans genders has something 2 hide,i mean in the bible God made Adam and Eve not Adam and steave or deleweeze  and eve 😒😒😒 !!!",hate_speech
LITTLE GAY DONNIE BRINGS ON AN INTELLECTUAL LIKE TERRY CRUZ AND DOESNT LET HIM PRESENT HIS COMMENTS. BDCAUSE LEMON IS A COMMIE FASCIST PIECE OF SHIT WITH AN IQ IN THE MINUS BRACKET. HE IS JUST A UNCLE TOM TO CNN AND LEFTIST COMMUNITY THAT KNOWS FK ALL. A SELL OUT POS UNCLE TOM TO THE MSM COMMIES,hate_speech
"Mrs. Lemon just proved what everyone in their right mind has always said about BLM and CNN. He admits that ""not all Black lives matter"" just certain ones. He admits that if you are a Black man killed by another Black man, your life means nothing.  Lemon is just a Meat Puppet for the propaganda machine that is CNN and the retards who follow him and CNN are just as moronic.",hate_speech
Fuck BLM,hate_speech
"Joe Biden: ""If you ain't criminal - you ain't black"".",hate_speech
"*blk people started this bs so other races can do the same. Other races should only care about own race!!  blk militina says 'blk power' with weapon, It's time to other races should do same.*",hate_speech
I’ve heard him say nigger,hate_speech
FUCK all of you b.l.m. terrorists! If I ever see any of you I will surely fuck your day right up!!!!,hate_speech
This fuckin fat man let his country fall. He don't deserve a role of a president.,hate_speech
"We don’t care about your black and white lives , just get out of Afghanistan",hate_speech
Black lives don't matter to black lives matter,hate_speech
"https://eachother.org.uk/racism-1960s-britain/  ''no coloured , no irish,  no children''  im irish so i was NOT allowed to rent a room back in those days just because im irish.  things have chnaged now. i can rent a room anywhere in world but i still have that ''less than'' feeling when im around other people . its still  drilled into our heads that we wont be good enough.  so i will awlays stand by black lives matter movement",hate_speech
They are turning all NY into a ghetto.,hate_speech
BLACK LIVES DON'T MATTER!🖕,hate_speech
The white guy has a 'RED' face mask. American Indian's are said to be red skins. Yellow shirts and yellow paint for yellow skin Chinese. Do American Indian and Chinese lives matter??? How about the white guy? Does his life matter?,hate_speech
"Damn! People of NY what the heck were you thinking electing this retard. Whilhelm is a meathead, TRUMP, HOUSE & SENATE 2020",hate_speech
de Blasio is a sorry pc of shit. BLM people are communist America hating fkn garbage. Why did you elect this pc of trash NYC? You deserve everything this retarded sac of shit brings down on you. Burn NYC you got it coming.,hate_speech
Look at your ratings F**N  retards - thats a real polls and what people think about you,hate_speech
"You these trans people, let me ask this question. Do you know better then God that created you? You stupid senseless foolish people, bring that to my country and see what will happen to you.",hate_speech
Obama should have never let this sick shit happen. Now Trump has to fix things. MAGA TRUMP2020,hate_speech
"Good.  These trans will go to the army and expect the army to pay for their transition,  Its disgusting.",hate_speech
"LOL the husband is himself a trans??? man fucked up people SMH , no offense but sheesh",hate_speech
Generals did not want their BALLS hanging out of their dresses.,hate_speech
"The freaks have been given a seat  at the head table. We have the word ""freak"" in the English language dictionary for a reason.  If your torn over your sex you have mental issues.",hate_speech
My god this freak is posing the entire time lmao still looks like a man still sounds like a man only difference is he's wearing a dress. Thank you president trump!,hate_speech
The woman in the video husband has a lot more balls then most of you anti LGBT community bitches. In when he came out as Transgender his unit accepted him because they knew either way he will get the job done.  If you have a problem with Transgenders in openly gay in the military join the fuck up.,hate_speech
Good - stop the freaks from their psycho agenda.   I will not pay for a soldier to have his weener whacked and tucked into a fu*k hole.,hate_speech
"These ""people"" want to use military benefits to pay for there transition.",hate_speech
Go to your drag queen party!!!!!!!!!!!!!!!!!!,hate_speech
It's not retired. You need 20 years of military service to retire. That freak has only 13 years of service. Did that freak go in as a man and after being released from duty become transgender?,hate_speech
Fuck off and bake a cake,hate_speech
Can you imagine that thing in a fox hole with you during wartime.....,hate_speech
We need a civil war to cleanse the nation. Rebirth,hate_speech
VAG HURT. Why should US Govt pay for your dildo operation.,hate_speech
Of course HE was a pecker checker,hate_speech
Sick sick sick,hate_speech
"This dude dressing like a woman is disgusting 🤢 ,go get your mental health checked out you freak show",hate_speech
"Damn this comment section is way more retarded than usual. Guys, just because she was trans doesn’t mean she’s a bad person.",hate_speech
"Yeah, this is hella gay bro. Disavow",hate_speech
"Eddie long didnt die of Aids, that nigga dont know what he talking about",hate_speech
Fuck Trump he a bully he needs to allow people to Live their life bitch ass nigga he mad cause he wants to Transition but he looks to fucked up 🖕,hate_speech
im glad these trans and gays getting to ahead of themselves..wanting to change the meaning of gender..ughhhh..,hate_speech
Why he have man tits,hate_speech
Not Obama Black Samuel L jackson Black nigga what the fuck is wrong with you Black Dad,hate_speech
"Retards gonna ReTaRdeD, liberals !",hate_speech
the three virgins of the apocalypse,hate_speech
"Feminists are fucking tedious, sick of hearing them prattle on",hate_speech
Why are most cops and security fat dudes?.... The answer is obvious...... Little dick m f ers.....,hate_speech
This fat ass just lost the best job he’ll ever have.,hate_speech
In one hand I got a Bible the other I got a gun and you won't get either you dirt bags!!!✝️🇺🇸,hate_speech
Shoot anybody dave,hate_speech
The UK is an Anarcho-Tyrrany.,hate_speech
Wtf is going on? Do people really believe that the muslim way is the right way? Can't people see that muslims are taking over the world? Is it we got it wrong and the NWO is in fact pro muslim and allowing the take over to have 1 rule? Something is going on.,hate_speech
This is typical Alinskyites tactics used by Litards Gays they rush you then scream you hit them Rules for Radicals.  Look it up typical Libtard Tactic they start the force then blame it on you. Sue the cheif constable about your Treatment from them officers who abused you dear. Carry on we support you Dear.,hate_speech
"What happened to law and order, right and wrong, and arresting criminals?  I'll tell you what happened.  The U.K. police are made up of fucking cowards.  Nothing more, a lot less.  Their excuse is that the people above them are criminals... some excuse for police officers right?  That's like the Nazi soldiers saying they shot all of those naked Jewish women in the back of their heads because their leader is Hitler.  ""Just doing my job"", does not fly when you are doing the opposite.",hate_speech
"Well the UK is now officially a SHITHOLE country so incidents like this are quite on-par, wouldn't you say?!!",hate_speech
It almost impossible to belief that the police in UK are so idiotic??,hate_speech
"the nazis are back, and they are marxist, STOP ISLAM, STOP PC!",hate_speech
he must have been gay .it wasn't Owen jones was it hahaha.,hate_speech
"I use hate speech all the time.
About a hundred times a day .
So go fuck yourselves pigs.",hate_speech
Madness has taken the reigns in Merry Old England.,hate_speech
Britain is the new nazi regime.,hate_speech
"you are living proof that religion is harmful to the mind, and makes people stupid",hate_speech
Kay Taylor was completly right with how she has shown bigotted christians...  well she left out how hypocrite they are.,hate_speech
Christianity is under attack! LOL. You losers are the absolute biggest bunch of crybabies I have ever seen. You take rights away from people and when those groups fight back you turn into butthurt little bigots. CALM DOWN! Hahahahahahahaha,hate_speech
Spiritual Jews,hate_speech
Taylor Swift...Hey pagans...calm down!,hate_speech
"Call it hate speech, I don't care.  I hate Taylor Swifts whining music.",hate_speech
I’m sorry to say Taylor Swift has a pitch black soul she is lost forever. I’ve seen it. She is Bound for Hell and no saving her. I seen it in her eyes and God Showed me her in hell. She has No love in her. The sexual videos she makes is where she will be in hell. And it was not pretty. But God wanted me to see It was  a warning from God. That she is not savable.,hate_speech
the racist anti-Asian comments here by blacks show enough about blacks hypocrisy and double standards. you are a bunch of racists.,hate_speech
who told u she's Asian you morons? seems like some black folks are just racist and generalizing.,hate_speech
"I'm not from the ""dirty south"" but am so surprised that in the ""Black Mecca"" that Asians also show blatant racism towards Blacks.......I'm at a loss for words.",hate_speech
FUCK YOU,hate_speech
What's crazy is the black women have the same hairstyle as the white supremacists groups. The black woman is a hidden enemy to the black man.,hate_speech
37:32 damn that's one of the dirtiest bitches I've ever seen!,hate_speech
"i love the south and love my race.its the blacks that keep pushing theyr liberal race wars,this is why we have to gather and defend ourselves against crybaby black entitled victims.",hate_speech
ALL Whites are racist. None will  live in a Black neighborhood or put their kids in a Black-filled school.,hate_speech
"Don't worry about them, They live in alabama, They probably married their cousins and got their dad and daughter married.",hate_speech
WHITE SUPREMACIST NEVER MADE IT THREW GRADE 4. THEY ALL MARRY SISTERS AND COUSINS AND WAVE A FLAG. LETS LET THOSE POOR RETARDS BE AND JUST IGNORE STUPIDLY. LIFE WILL GO ON.,hate_speech
Americans will never gets better with all these idiots. all the hate for no reason. people need to come together and lives as one put away the races and help others. I'm a Jamaican and I'm speaking out for people. one Love to All⚡👊,hate_speech
"oh and get educated retards the confederate flag is not shown here, that's the flag of the stars and bars or the confederate battle flag",hate_speech
"BLACK PEOPLE ARE MORE RACIST than the KKK... I'm Asian, I've been discriminated by Blacks all my life",hate_speech
when I'm bored I like to watch these idiots(kkk) make asses of themselves... go back to Europe bitches! let us live our lives in peace and harmony,hate_speech
wow your country is messed up,hate_speech
38:47 to watch a fat racist lady run,hate_speech
Black people always get there ways they banned rebel flag what for flag can not kill,hate_speech
I fucking hate rebels. whether their racist or not there all fucktards,hate_speech
Kkgay,hate_speech
Re fucking tarded,hate_speech
"People are sensitive fucks.. This flag isn't fucking racist. It is the confederate battle flag. People need to stop fucking crying about the past and closing there eyes. I swear, people are being raised to be fucking pussies. After a racist picture with this flag, everyone fucking jumped up and called the flag racist. They even had a kid help burn the flag. Fucking hell.",hate_speech
"Could we all just take a second to take a step back and realize we are fighting over a piece of cloth? Both sides are really fucking retarded. Yes it totaly deserved to be taken down off the government/state building, but this whole counter protest and protest is fucking dumb as shit.",hate_speech
"KKK are retards, they persecuted Germans in the past.",hate_speech
"F---ing Liberals. Now it is not allowed to use the ""N"" word if your not black, and you can be fired from your job, you ban the Confederate flag, you can't say anything about gays or your arrested, you lose your business and fined in 100's of thousands of dollars? You dipshits the 1st Amerndment is for everyone, not just you intolerant liberals! When do you ban the African flag? When do the blacks start looting and rioting?",hate_speech
"The blacks seem to have a flag of there own even, Why are the whites the only ones being called racist?",hate_speech
Yet the ignorant blacks vote for the democrats which started the clan and wanted slavery.,hate_speech
groupthink is fucking retarded,hate_speech
Ive never seen so many retards in one place...,hate_speech
This just gives the blacks even more people to blame for their own failures in their own communities. Gathered together to throw stones in glass houses it looks like to me. They should get their act together and all this prejudice would reduce in proportion.,hate_speech
Blacks are the true racist!,hate_speech
"The KKK is full of retards I bet they don't even realize that's not even the confederate flag, it's the confederate army battle flag...",hate_speech
2 hours of retards ruining a flag's reputation...just great,hate_speech
Oh look Its a pack of retards,hate_speech
LOL at the black woman at 18:15 trying to say she's the same shade as the reporter! Blacks really do hate themselves and their heritage more than any Klansman  ever could.,hate_speech
Rest in pieces bitch,hate_speech
I read from niggas to gods when I was in prison and it's very enlightening and informative.,hate_speech
"The sport used to be cool back in the 70s and 80s, now it’s just gay as fuck. No soul",hate_speech
and I thought he'd say *nigga* lmao,hate_speech
"peoples are mad cause they are gay, n word",hate_speech
"Carlson is the perfect son of the patriarchy, spreading the message: anyone that is not a white man was born to serve white men.",hate_speech
I guess libtards don't really know how to move on when people make dumb remarks versus the person now today and liberals clearly shouldn't be saying anything because I'm sure there's skeletons in the room closet they should be talkin about. Which explains that they don't have much of a spine since they don't want to question what they did and their days versus accusing someone else of what they said and did,hate_speech
Samantha Bee is a prime example of how badly women fail at being funny.,hate_speech
"i dont see any Nazi's, i see some guys saying free palestine, these jews showed up to wrong protest.",hate_speech
The Jew bags and liberals in the crowd are so loud and obnoxious.,hate_speech
"Idiots, both sides. One side has legitimate grievances yet masquerade as serious political activists, the other side are the usual sheep of the trendy London left and hardcore old-time communists. I prefer the ""White supremacist"" mob but equally another bunch of tyrants who want to impose their will on the rest of the population. And some of the supporters of this stupid demonstration....usual suspects and cranks.",hate_speech
Damn karen privileged white girl getting everyone who is not white arrested. Stupid racist.,hate_speech
"if the retards can call Ben Shapiro a white supremacist, it shouldn't surprise anyone.",hate_speech
"It's white supremacy, because your white and you said it.
Doesn't matter what you said, it's white supremacy and your a racist.",hate_speech
"Ah yes Tsarist Russians are the bad guys, but don’t we dare call out the Chinese communists for what they’ve done for the last 70 years.",hate_speech
what about fckn China ?,hate_speech
"Russia and Saudi Arabia are nothing but a problem. Israel too.
The three of them.",hate_speech
shooting someone that is blind. WTH? Crazy and he was old! Lancaster scumbags!,hate_speech
"Ok, i really need to ask you guys somthing, and its no way meant to be racist. Why can black people call each other Nigga without its ment to be  a racist thing, but in the second a white person call a black person Nigga its suddenly racist as hell?",hate_speech
and thats a massive deal oh nooo pewds said nigga.... nooo the worlds gonna enddd.... seriously what's the big fucking deal?,hate_speech
"If I say nigga while I play pubg shall I apologize for that? NO! If I say Towelhead while I play pubg shall I apologize for that? NO! Ether all swear words are okay, or none of them are okay. And just because you say it while talking to the public, doesn't mean it's worse. The fanbase should could take that. When you stream you should be allowed to say all the swear words you can think of. So shut up with all that drama because of him saying one fucking word! You have all said nigga before, so it shouldn't be so much of a big deal.#Nigga",hate_speech
all these butthurt white people....,hate_speech
Dont mess with my nigga black panther !,hate_speech
Jim Carrey is my nigga,hate_speech
It's because of socialist shit like your criticism of pewdiepie saying nigga why the ad apocalypse is actually happening.,hate_speech
Political tension is at an all time high\n\nRacial tension is at an all time high\n\nSecurity tension is at an all time high\n\nI scleep.\n\nPewdiepie said NIGGA!\n\nREAL SHIT!?,hate_speech
Ya mad got a hood nigga going crazy uk 0121 brum nechells see you November bryson,hate_speech
"damn this nigga is a snapchat dog filter nigga, he ugly af",hate_speech
need video for Self made and Set It Off ... \nwait wait! HERE BEFORE NIGGAS START SAYIN HERE BEFORE,hate_speech
Nigga,hate_speech
snoop talking about black lives nigga you got away with murder wtf,hate_speech
Nigga rules,hate_speech
i hate racism...COS I AM A NIGGA,hate_speech
These niggaz trying to trend on Al spot. But it ain't happening....,hate_speech
THUG KEEP RAPPING LIKE THIS AND EASE AH LIL DOWN DOIN DEM ARRANT HIGH ASS PITCH VERSES ON OTHA NIGGAS SONGS . I'D BE HOT IF DROP A BAG AND NIGGA PULLED DAT SQEAKY ASS SHIT rt,hate_speech
Niggas See Kendrick Killing it With Music Videos. Thug Accepts The Challenged. 🤘🏾,hate_speech
Young thug the type of nigga to smack his own ass during sex.,hate_speech
Meek tooooo under-rated cuz all that drake shit. Much support to my nigga,hate_speech
Durk look out of place over dressed n kinda looks like a dyke,hate_speech
Fucking Jew piece of shit,hate_speech
Awwweee I hope you go back to Africa!!!,hate_speech
You're a faggot,hate_speech
You're a faggot and anyone who likes you are fags too,hate_speech
"honestly I don't even watch pewdiepies video's I never have but all you faggets out there making video's saying hes a racist are no better, everyone has said things they don't mean, everyone makes mistake and one last thing the developer who made firewatch and is saying hes going to take down pewdiepies video's is a ungrateful piece of shit and he should be ashamed of him self.\nAlso when people are mad they say shit they don't mean, it happens there is no need to bitch about it about it\nEdit: If your a youtuber bitching about how your not going to make as much money now fuck off money isn't everything and if your that concerned go get a real fucking job",hate_speech
"It could of been accident, I don't hate gays but I almost said the word faggot by accident after getting gang rape in wow battle ground, I wish luck that pewdiepie on issue",hate_speech
"Shitty review, also this faggot is so annoying!",hate_speech
He sounds like a Fagget . HHey ! Guyyys thisss isss Austinnn..,hate_speech
Here at 907k. I know I'm a fag for saying that,hate_speech
Three words... WHAT A FAGGOT,hate_speech
Pure propaganda. Sad faggots who watch this,hate_speech
They used to be such little fagots,hate_speech
Faggot guy on featuring,hate_speech
He's nothing but an ugly fag who is addicted to plastic surgery,hate_speech
Dirty faggot,hate_speech
"Fuck you Political Correctness warrior Sterling. You shake a pink dildo around, Closet Fag ! Pewds will avoid any legal action, he has not broken any copyright. Why aren't you shitting on black rappers for saying N. Pewdiepie didn't abuse a black person, no racism !",hate_speech
"why is that faggot sean so offended, he is white and he should be honored that pewdiepie would promote his shit game",hate_speech
Faggot,hate_speech
"Yea this is what we needed,nigga that has aids to talk about black problems...whats next??Magic johnson faggot tranny son will come to the show to speak  about tranny lives? Snoop Dog like 60 year old stil reps crip gang and killed innocent men and they not put him in jail...yeah these are the voices black peoples needs to listen...some aids dude that has tranny son,and some 60 year old nigga still acting like he gangbanger",hate_speech
J. Franco is a fag. Lol tommmy babby tommmmmy,hate_speech
"Wow, why did the country effectively run by women that promoted faggotry suffer a declining birthrate. If the Spartans had put women in their place and thrown faggots off of buildings, like, say, the Muslims do, they wouldn't have declined.",hate_speech
MIKE PENCE IS A SATAN WORSHIPPING FAGGOT PEDOPHILE. MIKE PENCE YOU WILL BURN.,hate_speech
"You, and your faggot ass brother turned YouTube into cancer.",hate_speech
iPhones are for girls and faggots as fashion accessories and for stupid people who know nothing about technology.,hate_speech
nothing good about being a fag,hate_speech
What did this faggot do to get a diamond play button?,hate_speech
More horseshit propaganda by the Oligarchs. Enjoy your preprogramming faggots,hate_speech
Fag,hate_speech
Lol you can upgrade ram wtf is this fag on about?????,hate_speech
They all sound like the same faggy swag rappers out there I don't know what they're talking about. And only hard core pop artists sound like them.,hate_speech
"We changed hip hop errrrm no dickhead, you ruined it fuckin autotune faggots",hate_speech
faggets,hate_speech
Your a fag,hate_speech
No one knows the subliminal way these Faggots take shots at the book of Jonah,hate_speech
I'm so sick of this big bald faggot in every movie there are actual actors thay could play this part so much better than a monotone one move eyebrow lift puke,hate_speech
No such thing as England lioness bunch of Dykes,hate_speech
Hahahah faggot we'll beat you on Saturday too,hate_speech
Faggots,hate_speech
The fact that all of us faggots are crying is the proof that there's still hope,hate_speech
You put too much time and thought into a faggot show.,hate_speech
You really are a faggot.,hate_speech
a faggot,hate_speech
Normfags,hate_speech
fuck. what a faggot,hate_speech
disgusting fag,hate_speech
FAGIT PUSSY,hate_speech
Stop playing each clip for like 1 30 faggot,hate_speech
she doesn't have the TITS or ASS to be lara croft. massive fucking fail warner faggots.,hate_speech
these fags can sing pretty good!,hate_speech
wow. the fagness in this video is out of control. fuck off perez hilton you fag,hate_speech
Who let this faggot on a loose,hate_speech
your faggot self is jealous that a woman can do what you can not do. who are you to tell  her what to do with her body,hate_speech
"Yikes, that blonde dye job looks faggier than Bieber!",hate_speech
i remember when  everyone hated thugger and called him a fag. his whole career has been exceptional and this is no different,hate_speech
"Fags will have to walk, boo fucking hoo!",hate_speech
Any feminist faggots here?,hate_speech
LMMFAO!!! Thank God for fags and drag queens... everyone needs a good laugh...🤣,hate_speech
"Well of course this faggot would tell a woman to kill her baby.  His relationships arent pro life, he fucks assholes and ejaculates into  bowels full of shit on a regular basis, no life can come out of that.  So im not surprised at all that a gay man isnt pro life.",hate_speech
fuk both these fukn FAGGOTs wak af,hate_speech
Terrible drivers. No way that piece of shit Tesla would win otherwise.\n\nOnly faggots like electric cars.,hate_speech
"I don't know if homosexuality is innate, but this level of faggotry is a choice.",hate_speech
COCK LOVIN FAGGS,hate_speech
Rey is gonna be the Luke Skywalker from Battlefront I. Except she looks more like a faggot,hate_speech
"How do I get this off my YouTube home? This faggots never been in a gang and will keep dreaming about being in one, please just fuck off my YouTube recommendations.",hate_speech
He's just annoying.  What a fat fagot,hate_speech
"this is like the gayest shit ive seen, a skinny wimpy living off of daddys money faggot talking shit about random people based on their photos? so funny! and original! and so much effort!",hate_speech
He sounds like a retard XD,hate_speech
FUCKKING RETARD,hate_speech
Retarded af lol,hate_speech
That dead pool is basically what fans think they want. Fucking retards.,hate_speech
Only British people aren't retarded enough to think Edinburgh is the northernmost town.,hate_speech
"Scientologist faggot plays gotti??? Wtf, stupid as fuck",hate_speech
Lmao bunch of retarded clowns,hate_speech
Retard Alert 🛎  🚨,hate_speech
This dude's like...kinda like...half a retard right? I mean...that would make more sense and shit.,hate_speech
Retarded americans..incredible!,hate_speech
Why does this fat Bitch trend all the time?,hate_speech
Who's the fat douchebag? I'd like to punch him right in the fucking face .,hate_speech
Lil Asian dick prob not fucking julia right.... She need some BBC action yeeeaah,hate_speech
Hey 0:35 it's they one fat Asian guy from prey,hate_speech
Pass the blunt you fat orange fuck,hate_speech
Maybe that fat girl should lose about 60lbs before trying to impersonate the press sec..... or she can just roll her ass to Canada for all I care,hate_speech
This shows what a fat fuck face disgusting worthless cunt Sarah Huckabee is.,hate_speech
Fat occultist bastard pmsl,hate_speech
This wannabe fat gangster is never happy,hate_speech
Shes always the fat one,hate_speech
Why so many ugly fat West Ham fans. Fat ugly bastards LOL. Vocabulary of the East End sewer rats. Feck this and Feck that and nothing Feck all else LOL. West Ham hop picking holidays are what these fat bastards need.,hate_speech
"Channing Tatum is a fucking faggot with ears like Dumbo and a faggot ass name. He's getting fat too, fucking piece of shit!",hate_speech
dykes...,hate_speech
What brain dead considers this entertainment ?? A racist and a dyke shopping...REALLY !! I guess this caters to the TV crowd or clueless libtards . When is Oprah going to do a special on the Blacks who owned slaves in the NORTH after slavery was abolished ??....crickets,hate_speech
2 dykes in love.,hate_speech
"Ugh, dykes ruin everything.",hate_speech
I knew female boxers were dykes,hate_speech
china infected could whole challenge ! they played the action again firing least missile . have countries consider nuclear shanghai,severe_hate_speech
"I have a bat waiting for them, and it's gonna hurt.",severe_hate_speech
mfs stop eating bats,severe_hate_speech
"China must be eliminated to save the wildlife, environment and human race.",severe_hate_speech
🚫🦇🍜!! Filthy mofos from China 🇨🇳,severe_hate_speech
"Stupid! Whos starts the virus? Where the virus started?! Its starts in china because they eat all of living things! What happen all of us are affected we dont have works, we run out of food because of this chinese they spread the virus watch the video how they spread the virus around the world they spit on the elevator buttons they spit on the handrail and in public area. Nuke china ! Nuke china!",severe_hate_speech
The cesspool dwelling Mexican labeling others?  Really?  ILLEGALS....GET OUT OF MY COUNTRY.....nasty stinking rotten taco vendors.,severe_hate_speech
"when Asians are hung from trees castrated, hosed, there babies used as gator bait and called 3/4 human by law then they will truely know racism no one is obligated to buy from these entitled brats!!!  you wanna see racism try being black!! ps many Asians are as racist as kkk members less we forget Peter Liang",severe_hate_speech
Crazy Niggas You'll Are.... Gandhi Is The Best..... You'll  Niggas No nothing About Him,severe_hate_speech
"*GANDHI* number one, fuck them niggas!",severe_hate_speech
